,HomePlanet_Earth,HomePlanet_Europa,HomePlanet_Mars,Destination_55 Cancri e,Destination_PSO J318.5-22,Destination_TRAPPIST-1e,Deck_A,Deck_B,Deck_C,Deck_D,Deck_E,Deck_F,Deck_G,Deck_T,Side_P,Side_S,CryoSleep,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Transported,Cab_num
5004,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,21,0,37,0,31,696,63,1,334
5005,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,18,0,0,3770,0,287,3491,0,169
5006,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,26,0,164,0,853,0,39,1,168
5007,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,35,0,25,866,0,3198,459,0,170
5008,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,46,0,1082,80,1177,0,323,0,1026
5009,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,13,0,0,0,0,0,0,1,205
5010,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,39,0,43,9365,144,0,118,1,205
5011,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,49,0,1690,0,85,0,0,0,161
5012,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,28,0,0,0,0,0,0,0,339
5013,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,27,0,0,686,0,101,9,1,1098
5014,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,21,0,0,0,0,0,0,1,865
5015,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,29,0,0,32,0,4517,0,0,340
5016,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,27,0,0,45,225,14,519,0,1099
5017,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,38,0,0,0,0,0,0,1,1100
5018,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,18,0,0,0,0,150,0,1,1101
5019,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,35,0,0,0,0,0,0,1,336
5020,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,37,0,0,0,0,0,0,1,1102
5021,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,60,0,943,53,0,0,0,0,337
5022,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,31,0,0,0,0,0,0,1,338
5023,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,1,209
5024,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,34,0,0,3195,0,102,1469,1,209
5025,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,46,0,0,8221,0,1010,160,1,209
5026,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,18,0,0,0,55,2288,1,0,870
5027,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,38,0,0,0,363,7,3,0,342
5028,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,29,0,0,61,942,2,0,1,1029
5029,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,13,0,0,0,0,0,0,1,210
5030,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,26,0,0,0,0,0,0,1,210
5031,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,30,0,0,95,0,1202,5558,0,173
5032,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,42,0,0,0,8,3409,0,0,1030
5033,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,36,0,386,0,756,6,0,0,1104
5034,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,23,0,253,0,1175,3,0,0,1105
5035,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,34,1,0,5210,0,1332,2,1,65
5036,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,26,0,0,4894,0,62,85,1,65
5037,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,31,0,2048,0,1040,136,0,0,170
5038,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,48,0,581,6,1,158,0,0,171
5039,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,10,0,0,0,0,0,0,1,871
5040,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,27,0,2,0,1320,0,26,1,1106
5041,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,32,0,2497,0,101,0,0,0,1106
5042,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,24,0,0,0,0,0,0,1,872
5043,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,20,0,0,0,0,0,0,1,872
5044,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,48,0,83,110,0,690,8,1,1032
5045,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,35,1,628,6,528,136,0,0,343
5046,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,14,0,246,0,2153,0,0,1,172
5047,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,28,0,4,0,2574,0,0,1,173
5048,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,27,0,743,378,8,0,0,0,1109
5049,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,42,0,0,0,0,0,0,1,162
5050,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,8,0,0,0,0,0,0,1,162
5051,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,30,0,0,0,0,0,0,1,162
5052,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,44,0,0,0,5,30,777,0,869
5053,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,40,0,1269,0,75,0,4,0,1034
5054,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,38,0,766,38,0,0,0,0,1111
5055,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,22,0,2,46,0,483,67,0,1035
5056,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,32,0,1781,0,654,580,0,0,174
5057,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,16,0,2116,0,350,0,901,0,174
5058,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,33,0,748,130,1047,458,0,0,163
5059,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,38,0,20,3960,153,280,1674,0,206
5060,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,23,0,0,806,0,2,0,1,870
5061,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,16,0,3,595,0,9,321,1,871
5062,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,16,0,481,0,166,0,122,0,872
5063,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,11,0,0,0,0,0,0,0,872
5064,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,22,0,0,824,0,0,411,0,1112
5065,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,43,0,0,0,0,0,1544,0,1112
5066,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,20,0,0,0,0,0,0,1,872
5067,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,22,0,0,747,8,0,314,0,1113
5068,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1114
5069,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,30,0,138,0,208,952,0,0,340
5070,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,18,0,0,0,0,0,0,1,1114
5071,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1114
5072,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,41,0,164,0,1115,1,18,0,349
5073,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,39,0,0,829,0,1,0,1,1036
5074,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,37,0,389,0,1,3369,3,0,873
5075,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,26,0,0,0,0,0,0,1,164
5076,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,49,0,552,0,7,0,183,0,1116
5077,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,28,0,142,0,1878,62,0,1,341
5078,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,13,0,358,65,599,676,0,0,1117
5079,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,64,0,469,700,2,1,0,0,342
5080,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,24,0,1,0,11,0,734,0,1037
5081,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,18,0,0,0,0,0,0,1,1118
5082,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,18,0,3458,0,216,0,0,0,1118
5083,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,25,0,948,0,1,170,0,0,1118
5084,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,19,0,0,0,0,0,0,0,873
5085,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,33,0,2,0,0,0,720,1,350
5086,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,27,0,0,0,0,0,0,1,874
5087,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,50,0,846,0,280,280,0,0,1121
5088,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,30,0,0,0,0,2,827,0,82
5089,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,44,0,1267,18,0,3,0,1,1123
5090,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,52,0,0,0,0,0,0,0,875
5091,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,7,0,0,0,0,0,0,1,875
5092,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,30,0,0,59,18,639,0,0,1041
5093,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,27,0,1109,0,0,0,0,0,1041
5094,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,24,0,0,0,0,0,0,1,207
5095,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,13,0,4,99,1,0,595,0,1124
5096,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,61,0,0,53,813,3,0,0,1125
5097,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,32,0,0,0,0,0,0,1,876
5098,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,17,0,0,0,0,0,0,1,1126
5099,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,36,0,0,0,0,0,0,1,1126
5100,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,16,0,0,0,0,0,0,1,877
5101,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,21,0,0,697,0,0,0,1,1127
5102,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,24,0,0,0,0,0,0,1,212
5103,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,28,0,0,9,0,1114,5,0,1044
5104,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,27,0,848,1497,2,0,0,0,343
5105,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,13,0,9920,0,180,130,571,0,344
5106,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,39,0,0,1,0,739,0,0,1129
5107,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,24,0,0,0,980,7,0,0,351
5108,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,38,0,0,347,0,1545,2187,0,213
5109,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,20,0,489,126,663,214,0,0,1131
5110,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,21,0,724,0,0,0,0,1,1045
5111,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,27,0,1,1,2196,372,0,0,1132
5112,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,49,0,226,11,2,1580,0,0,1132
5113,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,6,0,0,0,0,0,0,1,1132
5114,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,41,0,0,0,0,0,0,1,185
5115,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,33,1,0,1473,1089,5700,1466,0,185
5116,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,1,185
5117,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,35,0,0,4618,0,324,12061,0,185
5118,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,46,0,0,4524,0,243,7730,0,185
5119,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,31,0,2703,21,0,0,1,0,1046
5120,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,32,0,0,0,0,0,0,1,208
5121,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,31,0,0,0,0,0,0,1,50
5122,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,20,0,0,0,0,0,0,0,878
5123,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,57,0,685,0,0,0,0,0,877
5124,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,37,0,0,0,559,11,0,1,1047
5125,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,21,0,0,0,0,0,0,1,82
5126,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,43,0,0,0,1,0,0,0,1134
5127,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,49,0,1020,0,2,2,0,1,879
5128,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,17,0,0,150,166,570,0,1,880
5129,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,29,0,518,0,10,1245,0,0,1048
5130,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,36,0,0,0,0,0,0,1,881
5131,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,37,0,31,9307,0,904,11213,0,82
5132,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,17,0,2,0,0,0,681,0,1135
5133,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,45,0,0,0,0,0,0,1,1050
5134,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,20,0,0,9,82,14,704,0,880
5135,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,24,0,0,0,0,0,0,1,1136
5136,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,28,0,0,0,0,0,0,1,186
5137,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,15,0,0,22,6805,0,531,1,186
5138,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,53,0,0,6634,0,5047,108,0,186
5139,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,51,0,0,0,0,0,0,1,186
5140,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,14,0,0,0,0,0,0,1,881
5141,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,881
5142,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,26,0,665,76,0,1478,0,0,1137
5143,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,20,0,0,0,499,285,103,0,882
5144,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,23,0,0,551,59,720,14,0,1052
5145,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,22,0,658,0,0,161,3,1,1053
5146,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,22,0,0,0,0,0,0,1,882
5147,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,13,0,0,0,0,0,0,1,210
5148,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,28,0,0,0,0,0,0,1,210
5149,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,40,0,0,0,0,0,0,1,884
5150,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,21,0,4027,0,47,83,0,0,175
5151,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,35,0,702,104,5,76,0,1,885
5152,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,22,0,142,1307,0,0,0,0,1140
5153,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,37,0,0,0,0,0,0,1,166
5154,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,21,0,0,0,0,0,0,0,356
5155,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,50,0,0,358,0,620,4,0,82
5156,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,27,0,0,0,800,0,0,1,1055
5157,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,20,0,0,0,0,0,0,1,887
5158,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,15,0,0,0,0,0,0,1,884
5159,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,25,0,39,0,169,20,1403,0,346
5160,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,31,0,0,225,0,301,4090,0,67
5161,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,27,0,0,8162,1044,699,46,1,211
5162,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,18,0,0,0,0,0,0,1,889
5163,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,2,0,0,0,0,0,0,1,889
5164,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,27,0,0,6,0,814,107,1,889
5165,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,889
5166,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,22,0,758,0,46,0,0,0,1141
5167,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,27,0,0,0,0,0,0,0,357
5168,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,56,0,0,4,778,0,0,1,890
5169,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,28,0,0,0,0,676,124,0,1058
5170,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,42,0,31,0,0,635,0,1,358
5171,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,20,0,0,0,0,703,0,1,1059
5172,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,27,0,508,585,9,0,0,1,1059
5173,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,29,0,0,0,20,0,402,0,885
5174,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,36,0,85,0,545,15,0,1,1060
5175,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,23,0,0,0,4,145,0,0,1061
5176,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,64,0,0,0,0,0,0,1,891
5177,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,19,0,1,1,0,0,1755,0,886
5178,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,886
5179,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,49,0,0,0,0,0,0,0,886
5180,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,886
5181,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,18,0,0,288,35,0,435,0,1143
5182,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,39,0,5645,132,0,1,1814,0,174
5183,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,37,0,10,20,868,115,0,0,347
5184,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,44,0,0,0,0,0,0,1,1144
5185,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,43,0,817,0,617,0,0,0,1145
5186,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,33,0,0,0,0,0,0,1,1145
5187,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,20,0,41,222,0,43,601,1,893
5188,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,893
5189,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,4,0,0,0,0,0,0,1,893
5190,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,20,0,0,0,0,0,0,1,1062
5191,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,50,0,690,0,30,762,428,0,1063
5192,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,47,0,0,0,0,0,0,1,1146
5193,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,17,0,0,0,0,0,0,1,1146
5194,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,26,0,0,1583,0,232,8040,0,187
5195,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,21,0,39,360,0,0,0,1,360
5196,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,20,0,0,0,0,0,0,1,1147
5197,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,26,0,0,0,0,0,0,1,175
5198,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,27,1,1565,0,0,0,145,0,1149
5199,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,34,0,0,0,693,3,77,1,894
5200,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,11,0,0,0,0,0,0,1,894
5201,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,894
5202,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,28,0,550,5203,0,2244,1624,0,176
5203,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,33,0,127,745,9,0,0,1,895
5204,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,22,0,0,0,0,0,0,1,888
5205,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,28,0,0,0,0,0,0,0,1150
5206,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,11,0,0,0,0,0,0,1,1150
5207,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,60,0,51,10,754,1412,137,0,1150
5208,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,43,0,1,0,213,7,701,1,896
5209,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,27,0,0,1,667,897,43,0,361
5210,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,37,0,0,0,0,0,0,1,890
5211,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,23,0,0,0,0,0,0,1,897
5212,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,57,0,1696,0,1006,0,27,0,168
5213,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,29,0,0,0,0,0,0,1,51
5214,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,28,0,0,175,0,214,7461,0,51
5215,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,42,0,0,890,2929,352,4898,0,51
5216,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,43,0,7,494,2473,443,71,0,51
5217,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,26,0,0,0,0,0,0,1,176
5218,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,72,0,2445,3023,0,704,20,0,349
5219,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,49,0,0,3991,298,289,2740,0,188
5220,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,29,1,0,0,0,0,0,1,188
5221,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,18,0,0,0,0,0,0,0,891
5222,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,26,0,0,406,0,0,503,1,900
5223,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,19,0,0,0,0,0,0,1,1153
5224,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,18,0,749,0,74,0,0,0,1154
5225,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,14,0,714,237,0,587,1,0,1155
5226,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,44,0,583,0,222,0,1560,0,1156
5227,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,34,0,0,0,0,0,0,1,1156
5228,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,18,0,0,0,0,0,0,1,892
5229,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,36,0,0,0,0,0,0,1,902
5230,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,27,0,0,0,0,0,0,1,212
5231,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,35,0,753,335,1,348,0,0,893
5232,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,52,0,5,3514,31,601,13,1,170
5233,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,22,0,688,5,80,0,0,0,894
5234,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,34,0,245,0,542,0,19,1,1158
5235,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,37,0,0,0,6,746,1,0,895
5236,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,22,0,654,2,83,0,0,0,1159
5237,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,26,0,0,786,0,11,83,1,1160
5238,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,14,0,590,9,0,0,192,0,363
5239,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,53,0,0,0,0,0,0,1,1161
5240,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,17,0,0,823,0,1168,14,0,1163
5241,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,30,0,0,1,0,870,0,0,1067
5242,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,65,0,0,722,302,103,2659,0,179
5243,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,19,0,0,0,500,2,208,1,903
5244,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,36,0,380,686,0,295,1247,0,364
5245,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,3,0,0,0,0,0,0,1,904
5246,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,6,0,0,0,0,0,0,1,904
5247,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,4,0,0,0,0,0,0,1,82
5248,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,21,0,958,1668,82,0,78,1,1069
5249,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,8,0,0,0,0,0,0,1,904
5250,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,35,0,0,0,0,0,0,1,190
